"date" "Streamflow" "Temperature" "Radiation" "RelativeHumidity" "Windspeed"
2016-02-29 NA -12.25729167 142.0205208 57.28520833 1.917916667
2016-03-01 NA -13.83802083 138.1345833 94.33927083 1.3815625
2016-03-02 NA -13.7896875 112.3358333 67.66822917 5.2090625
2016-03-03 NA -15.20854167 104.2741667 59.05885417 1.987708333
2016-03-04 NA -18.74770833 98.246875 77.8571875 0.878645833
2016-03-05 NA -17.0846875 121.6522917 82.888125 0.834895833
2016-03-06 NA -16.89947917 119.5465625 83.98395833 0.7128125
2016-03-07 NA -18.79333333 101.8052083 80.4121875 0.944479167
2016-03-08 NA -20.63291667 83.26677083 86.58427083 0.67875
2016-03-09 NA -19.46895833 96.9278125 87.59666667 0.876041667
2016-03-10 NA -20.12770833 71.14864583 95.0540625 0.83
2016-03-11 NA -24.48947917 65.92270833 94.76833333 0.943333333
2016-03-12 NA -19.96177083 81.2484375 85.65145833 2.002916667
2016-03-13 NA -16.8775 75.42364583 86.1409375 0.953020833
2016-03-14 NA -23.1640625 53.62114583 92.24197917 0.984479167
2016-03-15 NA -24.8571875 58.48614583 88.48520833 1.0759375
2016-03-16 NA -26.5278125 45.54979167 77.25645833 1.098020833
2016-03-17 NA -29.82697917 43.19427083 87.41625 0.9240625
2016-03-18 NA -31.11520833 43.37333333 91.0065625 0.782916667
2016-03-19 NA -26.10604167 66.14697917 93.80739583 1.28
2016-03-20 NA -22.91979167 38.17 78.73760417 7.153854167
2016-03-21 NA -22.13333333 35.49322917 63.08583333 7.883125
2016-03-22 NA -25.62333333 34.01927083 63.8265625 4.646458333
2016-03-23 NA -16.52572917 50.72052083 37.16260417 5.3378125
2016-03-24 NA -13.033125 31.72208333 36.84208333 7.143020833
2016-03-25 NA -16.43770833 28.69645833 56.06208333 3.079479167
2016-03-26 NA -26.21260417 27.640625 93.57375 1.199270833
2016-03-27 NA -23.86625 20.366875 96.9728125 0.737395833
2016-03-28 NA -24.57979167 37.97125 99.995625 0.697395833
2016-03-29 NA -28.86864583 22.84135417 99.430625 0.748958333
2016-03-30 NA -27.274375 21.07958333 87.09510417 1.724583333
2016-03-31 NA -31.71645833 18.94104167 95.72239583 0.91625
2016-04-01 NA -28.1578125 11.74520833 99.27645833 0.475729167
2016-04-02 NA -32.3815625 18.84666667 97.3171875 0.999479167
2016-04-03 NA -37.1053125 14.73833333 94.15177083 0.980729167
2016-04-04 NA -39.48239583 14.52104167 92.30291667 0.971354167
2016-04-05 NA -42.19458333 12.8021875 90.2034375 0.886354167
2016-04-06 NA -43.13020833 12.03572917 89.23197917 0.8553125
2016-04-07 NA -42.8875 10.84635417 89.20697917 0.745833333
2016-04-08 NA -43.93177083 10.07083333 88.28833333 0.831354167
2016-04-09 NA -44.23989583 9.419479167 87.87114583 0.8121875
2016-04-10 NA -43.7959375 9.237395833 88.01541667 0.7525
2016-04-11 NA -41.2696875 8.71375 89.73947917 0.569166667
2016-04-12 NA -42.8628125 6.678958333 88.64135417 0.966666667
2016-04-13 NA -42.20424242 0 89.09333333 0.84030303
2016-04-14 NA NA NA NA NA
2016-04-15 NA NA NA NA NA
2016-04-16 NA NA NA NA NA
2016-04-17 NA NA NA NA NA
2016-04-18 NA NA NA NA NA
2016-04-19 NA NA NA NA NA
2016-04-20 NA NA NA NA NA
2016-04-21 NA NA NA NA NA
2016-04-22 NA NA NA NA NA
2016-04-23 NA NA NA NA NA
2016-04-24 NA NA NA NA NA
2016-04-25 NA NA NA NA NA
2016-04-26 NA NA NA NA NA
2016-04-27 NA NA NA NA NA
2016-04-28 NA NA NA NA NA
2016-04-29 NA NA NA NA NA
2016-04-30 NA NA NA NA NA
2016-05-01 NA NA NA NA NA
2016-05-02 NA NA NA NA NA
2016-05-03 NA NA NA NA NA
2016-05-04 NA NA NA NA NA
2016-05-05 NA NA NA NA NA
2016-05-06 NA NA NA NA NA
2016-05-07 NA NA NA NA NA
2016-05-08 NA -35.46 0 90.136 1.176
2016-05-09 NA -34.26416667 0 89.20729167 1.110208333
2016-05-10 NA -37.33135417 0 90.0525 1.15
2016-05-11 NA -39.155 0 88.55697917 1.1865625
2016-05-12 NA -40.56697917 0 86.65416667 1.127708333
2016-05-13 NA -39.24958333 0 84.86375 0.851145833
2016-05-14 NA -38.3428125 0 86.41666667 0.951875
2016-05-15 NA -38.23322917 0 85.84208333 0.931354167
2016-05-16 NA -36.21072917 0 86.96239583 0.985625
2016-05-17 NA -37.5778125 0 88.84114583 1.2653125
2016-05-18 NA -38.700625 0 89.22354167 0.972395833
2016-05-19 NA -27.45166667 0 61.0825 4.385416667
2016-05-20 NA -20.90208333 0.00375 48.06260417 7.3484375
2016-05-21 NA -22.22979167 0 72.13458333 5.842083333
2016-05-22 NA -16.92375 0 39.15041667 11.39927083
2016-05-23 NA -12.5015625 0 30.57458333 14.88520833
2016-05-24 NA -7.859479167 0 19.584375 14.05927083
2016-05-25 NA -18.40427083 0 28.13114583 6.1171875
2016-05-26 NA -11.9934375 0 27.00552083 11.8640625
2016-05-27 NA -7.324375 0 21.5084375 11.93916667
2016-05-28 NA -22.93614583 0 88.53947917 3.481145833
2016-05-29 NA -32.804375 0 96.11583333 1.523645833
2016-05-30 NA -32.74635417 0 92.4040625 1.038229167
2016-05-31 NA -28.5284375 0 71.47635417 6.538541667
2016-06-01 NA -20.31364583 0 35.27104167 10.1821875
2016-06-02 NA -26.79458333 0 78.50739583 4.934375
2016-06-03 NA -30.78947917 0 79.314375 2.666041667
2016-06-04 NA -29.9571875 0 77.2484375 2.108020833
2016-06-05 NA -30.09302083 0 88.79666667 2.040729167
2016-06-06 NA -32.05895833 0 93.19458333 1.514791667
2016-06-07 NA -23.29020833 0 44.96302083 8.867083333
2016-06-08 NA -26.1971875 0 63.93083333 5.894895833
2016-06-09 NA -34.05979167 0 91.63958333 1.1415625
2016-06-10 NA -39.05958333 0 91.15989583 1.278020833
2016-06-11 NA -44.24010417 0 87.705625 1.168333333
2016-06-12 NA -44.1175 0 84.70677083 1.005520833
2016-06-13 NA -40.67083333 0 88.46739583 1.081770833
2016-06-14 NA -41.8915625 0 87.2565625 0.730625
2016-06-15 NA -45.09927083 0 85.24145833 1.027708333
2016-06-16 NA -44.95083333 0 83.50895833 0.89
2016-06-17 NA -44.2403125 0 82.000625 0.698229167
2016-06-18 NA -42.84854167 0 83.763125 1.0134375
2016-06-19 NA -36.13760417 0 80.14083333 2.269791667
2016-06-20 NA -29.47635417 0 87.78854167 3.261666667
2016-06-21 NA -21.3565625 0 68.72239583 4.696458333
2016-06-22 NA -24.94572917 0 84.3515625 3.6496875
2016-06-23 NA -26.69927083 0 84.15229167 4.2859375
2016-06-24 NA -28.85458333 0 94.40135417 1.150208333
2016-06-25 NA -25.30739583 0 97.606875 2.859791667
2016-06-26 NA -23.57583333 0 59.00583333 7.374375
2016-06-27 NA -35.61052083 0 86.1428125 1.568645833
2016-06-28 NA -40.5571875 0 87.90947917 1.463854167
2016-06-29 NA -39.7840625 0 87.05354167 1.1428125
2016-06-30 NA -40.67895833 0 87.19427083 1.1484375
2016-07-01 NA -36.2859375 0 84.70645833 2.409270833
2016-07-02 NA -41.91822917 0 90.00010417 1.382291667
2016-07-03 NA -46.73552083 0 85.70197917 1.353229167
2016-07-04 NA -49.273125 0 81.794375 1.281770833
2016-07-05 NA -50.548125 0 78.17489583 1.338333333
2016-07-06 NA -50.24385417 0 77.6034375 1.129583333
2016-07-07 NA -49.5871875 0 77.00958333 1.124166667
2016-07-08 NA -44.0471875 0 78.7703125 1.058541667
2016-07-09 NA -43.05302083 0 84.34958333 1.115833333
2016-07-10 NA -45.5253125 0 82.924375 1.063958333
2016-07-11 NA -31.54291667 0.003541667 61.62604167 3.868645833
2016-07-12 NA -13.42822917 0 31.25072917 9.550729167
2016-07-13 NA -17.1509375 0 30.19677083 15.0078125
2016-07-14 NA -33.2446875 0 89.1128125 2.130208333
2016-07-15 NA -37.6740625 0 88.11791667 1.266458333
2016-07-16 NA -36.38958333 0 87.44427083 1.044479167
2016-07-17 NA -35.69260417 0 88.2728125 0.87625
2016-07-18 NA -24.87583333 0.0053125 61.44645833 8.121041667
2016-07-19 NA -34.13625 0 89.0909375 1.665416667
2016-07-20 NA -38.92614583 0 89.28114583 1.5740625
2016-07-21 NA -42.6890625 0 88.91489583 1.366145833
2016-07-22 NA -45.72302083 0 85.9384375 1.303854167
2016-07-23 NA -47.7371875 0 82.65458333 1.1809375
2016-07-24 NA -48.455625 0 78.97854167 1.106979167
2016-07-25 NA -47.7384375 0 77.47708333 1.09
2016-07-26 NA -46.92197917 0 80.294375 1.167604167
2016-07-27 NA -36.76927083 0.002291667 72.46229167 5.040416667
2016-07-28 NA -41.2978125 0 86.12614583 1.639895833
2016-07-29 NA -47.44354167 0 83.835625 1.374895833
2016-07-30 NA -49.35484848 0 80.80727273 1.430909091
2016-07-31 NA NA NA NA NA
2016-08-01 NA -18.93698413 0.005238095 37.84095238 7.735238095
2016-08-02 NA -8.869583333 0.002916667 21.22291667 9.861041667
2016-08-03 NA -19.43145833 0 44.6571875 6.768541667
2016-08-04 NA -35.87322917 0 79.3425 1.529479167
2016-08-05 NA -33.68895833 0.0009375 70.0521875 2.221770833
2016-08-06 NA -40.2315625 0.0003125 84.918125 1.289166667
2016-08-07 NA -43.925 0.001770833 83.85375 1.36875
2016-08-08 NA -45.48072917 0.071979167 81.59625 1.077916667
2016-08-09 NA -46.96875 0.116458333 79.29010417 1.099583333
2016-08-10 NA -44.989375 0.150416667 77.65989583 0.9015625
2016-08-11 NA -46.53395833 0.237708333 78.173125 1.095208333
2016-08-12 NA -47.67208333 0.2921875 76.26583333 1.076041667
2016-08-13 NA -44.80291667 0.305625 81.41083333 1.435416667
2016-08-14 NA -8.507604167 0.321979167 31.6615625 7.591145833
2016-08-15 NA -20.7675 0.466666667 77.3859375 3.8934375
2016-08-16 NA -31.8221875 0.6325 98.76833333 0.9365625
2016-08-17 NA -37.27791667 0.957083333 93.89052083 0.8590625
2016-08-18 NA -41.294375 1.222708333 90.74520833 0.781666667
2016-08-19 NA -23.19458333 1.17375 62.64447917 3.5503125
2016-08-20 NA -11.48989583 2.114270833 32.03270833 7.487604167
2016-08-21 NA -11.56708333 2.909895833 34.288125 6.819895833
2016-08-22 NA -26.95197917 2.681145833 97.33697917 2.290208333
2016-08-23 NA -35.84427083 3.091979167 95.50083333 1.100625
2016-08-24 NA -40.376875 3.612083333 91.68895833 0.888645833
2016-08-25 NA -42.043125 3.65125 90.0928125 0.810104167
2016-08-26 NA -43.45875 4.63375 88.77177083 0.844270833
2016-08-27 NA -42.05447917 4.921770833 89.37114583 0.656145833
2016-08-28 NA -37.7509375 6.538854167 92.4334375 0.8928125
2016-08-29 NA -40.08635417 7.799791667 90.985 0.951041667
2016-08-30 NA -40.2153125 5.516770833 90.50697917 0.814270833
2016-08-31 NA -31.66697917 3.504479167 96.3 0.405729167
2016-09-01 NA -33.53416667 4.698229167 95.864375 0.9115625
2016-09-02 NA -37.65197917 4.1775 93.39770833 1.063958333
2016-09-03 NA -33.59645833 12.93989583 90.92833333 5.352395833
2016-09-04 NA -26.596875 14.29677083 61.36322917 8.76875
2016-09-05 NA -26.9 14.94510417 59.28489583 6.655520833
2016-09-06 NA -40.8121875 16.53010417 88.0334375 1.5396875
2016-09-07 NA -44.42166667 17.72145833 86.37447917 1.569166667
2016-09-08 NA -20.0109375 21.8875 31.5184375 11.45697917
2016-09-09 NA -36.68395833 18.28510417 87.16302083 1.694166667
2016-09-10 NA -41.33020833 25.3728125 89.48260417 1.444583333
2016-09-11 NA -39.24489583 30.4715625 87.345625 0.867083333
2016-09-12 NA -44.568125 21.81260417 86.12020833 1.316458333
2016-09-13 NA -45.50083333 30.581875 82.9096875 0.86125
2016-09-14 NA -47.8459375 18.99229167 81.65333333 1.00625
2016-09-15 NA -25.8453125 31.10166667 56.8565625 4.389583333
2016-09-16 NA -23.57270833 43.38270833 83.58895833 3.817395833
2016-09-17 NA -32.11572917 40.77979167 91.88375 1.581145833
2016-09-18 NA -34.436875 39.10270833 91.70260417 1.533333333
2016-09-19 NA -38.256875 32.18604167 90.66020833 1.206145833
2016-09-20 NA -40.05989583 33.51875 87.8809375 1.134583333
2016-09-21 NA -30.21916667 55.96104167 77.180625 2.895416667
2016-09-22 NA -30.85739583 55.9096875 94.50552083 1.475520833
2016-09-23 NA -25.87385417 46.218125 91.8203125 2.874375
2016-09-24 NA -33.16916667 31.00083333 93.62239583 1.297083333
2016-09-25 NA -39.71 30.83510417 92.59447917 1.106458333
2016-09-26 NA -34.13708333 32.87916667 78.6903125 3.00875
2016-09-27 NA -24.85052083 45.91614583 67.05989583 2.988645833
2016-09-28 NA -29.1615625 49.04791667 79.68104167 2.069479167
2016-09-29 NA -15.07020833 53.3496875 31.47645833 5.704791667
2016-09-30 NA -17.20510417 55.30916667 33.3234375 7.803645833
2016-10-01 NA -18.4934375 63.91604167 37.2378125 4.951458333
2016-10-02 NA -16.19666667 111.2025 46.08052083 5.029479167
2016-10-03 NA -23.27135417 91.25052083 80.09302083 1.670416667
2016-10-04 NA -22.49895833 69.76260417 68.6928125 2.481875
2016-10-05 NA -27.2065625 109.548125 73.04447917 4.7646875
2016-10-06 NA -21.84291667 69.6353125 44.220625 6.466666667
2016-10-07 NA -28.9803125 83.98020833 73.71197917 1.481145833
2016-10-08 NA -23.25229167 121.06375 76.82572917 1.580833333
2016-10-09 NA -24.40708333 87.535 81.26072917 2.705416667
2016-10-10 NA -29.68239583 105.1028125 86.9315625 1.12375
2016-10-11 NA -23.87854167 148.7792708 60.22875 3.232291667
2016-10-12 NA -16.27166667 119.6551042 52.13125 3.15625
2016-10-13 NA -15.69 124.3791667 48.60645833 4.677395833
2016-10-14 NA -19.34333333 129.3805208 67.53322917 4.521979167
2016-10-15 NA -21.98145833 139.8495833 83.45197917 0.819479167
2016-10-16 NA -22.4203125 139.7145833 73.69604167 1.7809375
2016-10-17 NA -18.92260417 156.1927083 76.23614583 1.200729167
2016-10-18 NA -17.83729167 151.3333333 48.37458333 2.2865625
2016-10-19 NA -18.66364583 155.3948958 62.02854167 1.799375
2016-10-20 NA -20.08260417 178.9330208 71.1790625 2.082083333
2016-10-21 NA -19.89729167 226.5305208 75.54927083 2.226979167
2016-10-22 NA -19.98947917 201.4660417 82.898125 1.930833333
2016-10-23 NA -21.9828125 264.5660417 62.8615625 2.844479167
2016-10-24 NA -19.38208333 308.1853125 54.56375 5.169583333
2016-10-25 NA -13.11989583 336.9430208 26.45 9.065625
2016-10-26 NA -11.93 270.9516667 41.22364583 3.795208333
2016-10-27 NA -11.72614583 365.7253125 47.94010417 3.911770833
2016-10-28 NA -15.27125 343.7698958 76.91854167 2.8775
2016-10-29 NA -15.6040625 383.6584375 67.22385417 3.21125
2016-10-30 NA -16.96927083 309.2141667 65.3959375 3.69125
2016-10-31 NA -15.43166667 422.2277083 42.49208333 3.5275
2016-11-01 NA -13.2515625 442.348125 31.2484375 4.523541667
2016-11-02 NA -8.468333333 452.2682292 28.34729167 2.6446875
2016-11-03 NA -8.880729167 421.809375 36.93447917 3.526145833
2016-11-04 NA -6.4765625 458.3063542 33.29927083 5.757708333
2016-11-05 NA -5.4725 472.8811458 26.99166667 9.586041667
2016-11-06 NA -7.988333333 480.5676042 31.205 11.346875
2016-11-07 NA -2.469166667 490.4423958 25.13072917 11.01010417
2016-11-08 NA 1.5628125 480.8136458 25.4121875 10.94635417
2016-11-09 NA -0.0928125 507.4975 24.10416667 11.031875
2016-11-10 NA -1.029895833 520.704375 22.12354167 13.00947917
2016-11-11 NA -7.008645833 529.6365625 29.8534375 10.370625
2016-11-12 NA -7.361875 264.5116667 40.3021875 2.436041667
2016-11-13 NA -6.841979167 404.6735417 42.46010417 4.967291667
2016-11-14 NA -6.251770833 521.9822917 48.66447917 4.256770833
2016-11-15 NA -7.657708333 409.34125 47.471875 4.759270833
2016-11-16 NA -6.742604167 475.1114583 44.99791667 5.181458333
2016-11-17 NA -7.246354167 482.829375 35.3459375 4.429895833
2016-11-18 NA -5.180625 426.5133333 40.58791667 6.1178125
2016-11-19 NA -7.758541667 303.2797917 60.695 5.648645833
2016-11-20 NA -4.868541667 376.8045833 49.2996875 3.610729167
2016-11-21 NA 2.008020833 353.885 26.08010417 4.784895833
2016-11-22 NA -2.998020833 353.8233333 68.34958333 5.94625
2016-11-23 NA -2.796666667 622.7578125 53.89260417 5.054479167
2016-11-24 NA -2.483229167 624.8184375 40.01208333 6.109166667
2016-11-25 NA -3.281875 635.7364583 38.50395833 7.022916667
2016-11-26 NA -7.399583333 644.1064583 65.39104167 5.483958333
2016-11-27 NA -4.589791667 631.326875 42.79541667 5.391145833
2016-11-28 NA -4.6184375 660.4939583 48.24989583 6.857083333
2016-11-29 NA -0.413541667 630.0783333 30.765 9.702083333
2016-11-30 NA -0.111979167 677.2142708 24.6071875 11.46885417
2016-12-01 NA -0.577083333 680.9552083 24.68145833 11.86458333
2016-12-02 NA -4.149270833 578.0304167 48.90708333 6.755729167
2016-12-03 NA -1.132604167 608.8460417 31.04322917 4.941458333
2016-12-04 NA -1.4134375 631.8507292 25.11864583 6.9434375
2016-12-05 NA -2.137083333 570.6957292 27.56145833 4.856041667
2016-12-06 NA 0.987083333 386.6398958 29.38208333 5.3575
2016-12-07 NA -3.026458333 506.4509375 61.19052083 8.0984375
2016-12-08 NA -4.094022989 382.1947126 50.00482759 5.326781609
2016-12-09 NA -1.509583333 569.9201042 33.91364583 6.697083333
2016-12-10 NA -1.3971875 696.9517708 36.83447917 8.443854167
2016-12-11 NA 0.7553125 658.6934375 23.80291667 3.790729167
2016-12-12 NA 2.391666667 641.3677083 26.45510417 5.6440625
2016-12-13 2.6 3.279270833 601.6965625 19.22739583 6.986458333
2016-12-14 3.8 1.313958333 701.6046875 36.86479167 6.5146875
2016-12-15 7.7 2.2 724.9544792 29.70385417 7.319270833
2016-12-16 14 0.881145833 641.9320833 24.40072917 10.9165625
2016-12-17 18.5 1.437395833 510.1307292 28.10489583 5.8128125
2016-12-18 16.8 3.100104167 560.2955208 24.299375 4.756354167
2016-12-19 21.4 3.2428125 717.865625 26.60395833 6.193541667
2016-12-20 28.7 2.6540625 675.1398958 32.35895833 6.38625
2016-12-21 32.5 4.0640625 391.8252083 29.44958333 4.725104167
2016-12-22 35.2 3.469166667 460.656875 26.9634375 7.640208333
2016-12-23 44.5 0.996041667 432.1905208 48.69541667 6.181041667
2016-12-24 41.7 -0.433854167 620.1039583 52.8346875 7.175625
2016-12-25 48.2 2.0575 537.9022917 29.02739583 4.89375
2016-12-26 52.2 1.885 463.1890625 31.19697917 5.600625
2016-12-27 50.7 2.2953125 436.7397917 30.7665625 4.942604167
2016-12-28 45.5 2.748958333 559.6013542 32.47625 6.047395833
2016-12-29 49.6 1.039479167 415.2245833 46.63645833 6.698020833
2016-12-30 47.8 0.8059375 268.2647917 52.5659375 4.396979167
2016-12-31 48.5 -0.109479167 260.0011458 60.30489583 5.2546875
2017-01-01 45.6 -0.398229167 423.649375 59.74552083 3.4978125
2017-01-02 35.4 1.4775 374.9705208 42.50333333 3.512916667
2017-01-03 26.1 2.3003125 668.1615625 31.03260417 5.452083333
2017-01-04 42.5 3.1709375 314.8132292 54.8684375 7.165416667
2017-01-05 41.8 1.3603125 329.2021875 67.85989583 6.433229167
2017-01-06 28.1 2.040416667 533.2340625 48.1834375 6.053229167
2017-01-07 19 2.594375 595.0257292 44.1540625 6.7175
2017-01-08 16.5 -0.1759375 567.3341667 61.95916667 7.676458333
2017-01-09 13.8 0.327916667 578.7184375 51.375625 6.8403125
2017-01-10 11.2 2.3296875 473.5422917 36.2515625 4.718645833
2017-01-11 14.3 2.655833333 565.724375 29.4465625 6.301458333
2017-01-12 14 0.8546875 666.5410417 39.03375 6.0653125
2017-01-13 14.3 2.049791667 373.2246875 30.52322917 4.9265625
2017-01-14 8.7 3.719479167 368.831875 24.9384375 4.288645833
2017-01-15 9.2 2.5040625 601.6817708 36.61947917 7.265104167
2017-01-16 7.7 1.809583333 657.921875 48.93270833 7.480520833
2017-01-17 11.3 0.65375 386.4448958 51.84520833 6.643333333
2017-01-18 9.1 -0.283645833 460.7595833 49.88625 6.7759375
2017-01-19 8 -0.984895833 435.1884375 32.34520833 5.528020833
2017-01-20 6.7 -0.149270833 353.3226042 30.20322917 3.679375
2017-01-21 7.6 0.958020833 457.748125 35.38520833 4.501770833
2017-01-22 7.5 0.559583333 477.6029167 45.2559375 6.053020833
2017-01-23 6.4 -0.959479167 575.9442708 48.59114583 5.792708333
2017-01-24 3.8 -0.549479167 234.24 49.17020833 5.150833333
2017-01-25 4.3 -0.99625 566.9144792 47.06375 7.86375
2017-01-26 4.5 0.2965625 577.4448958 27.845 10.55552083
2017-01-27 8.2 -0.1221875 510.43625 37.59552083 6.655520833
2017-01-28 5 -2.6375 541.0235417 52.43364583 6.85375
2017-01-29 2.4 -1.160833333 533.1716667 33.24052083 10.66739583
2017-01-30 8.4 -0.92375 526.4044792 33.58177083 7.378541667
2017-01-31 9.6 -1.994583333 513.5248958 49.55083333 5.861458333
2017-02-01 5.1 -3.214375 508.5503125 39.75135417 5.184583333
2017-02-02 3.2 -2.4246875 501.1357292 34.25333333 6.236979167
2017-02-03 1.4 -3.2021875 492.4469792 40.7203125 6.41625
2017-02-04 1 -1.062083333 341.969375 33.041875 3.583854167
2017-02-05 2.6 2.038958333 371.0314583 32.8115625 4.7559375
2017-02-06 3 0.131458333 434.5290625 39.4059375 5.914791667
2017-02-07 2.1 -0.353854167 366.2363542 39.5371875 5.606354167
2017-02-08 1.1 0.90875 268.2951042 36.98458333 5.640520833
2017-02-09 0.5 0.165729167 433.6816667 39.66572917 7.189791667
2017-02-10 0.4 -3.828645833 427.7326042 45.61989583 6.4078125
2017-02-11 0.1 -4.589895833 417.8975 35.11791667 10.8521875
2017-02-12 0 -3.187395833 409.7492708 30.63260417 10.053125
2017-02-13 0 -5.799583333 397.5026042 51.17072917 5.860104167
2017-02-14 0 -6.5340625 378.133125 50.70333333 3.790625
2017-02-15 NA -5.6175 367.6697917 28.87479167 4.013333333
2017-02-16 NA -4.2934375 355.0294792 33.59135417 10.80729167
2017-02-17 NA -5.466979167 342.0375 34.91833333 11.72239583
2017-02-18 NA -5.5328125 329.2165625 30.66354167 8.707916667
2017-02-19 NA -6.69625 316.9330208 30.66864583 8.832083333
2017-02-20 NA -4.3128125 307.824375 32.37791667 11.230625
2017-02-21 NA -9.639375 277.4052083 51.680625 5.668958333
2017-02-22 NA -12.24239583 133.1152083 55.5959375 3.3115625
2017-02-23 NA -11.44 217.5847917 40.86291667 2.945
2017-02-24 NA -6.9140625 183.2827083 27.39333333 3.960416667
2017-02-25 NA -9.110520833 167.1642708 43.25520833 3.687604167
2017-02-26 NA -11.54697917 153.266875 80.38125 3.628958333
2017-02-27 NA -11.19614583 96.74239583 38.75385417 7.2003125
2017-02-28 NA -12.036875 110.1465625 35.0534375 2.565729167
2017-03-01 NA -10.71270833 109.5580208 62.94125 2.561458333
2017-03-02 NA -9.530625 117.5398958 51.72375 7.013958333
2017-03-03 NA -14.08916667 95.123125 87.55927083 3.6809375
2017-03-04 NA -20.0621875 113.3025 93.29416667 1.411875
2017-03-05 NA -20.91677083 83.42708333 88.47447917 1.490416667
2017-03-06 NA -22.351875 99.15479167 90.85947917 1.301666667
2017-03-07 NA -23.35666667 89.01166667 90.30979167 1.122291667
2017-03-08 NA -12.87322917 83.11166667 51.0053125 5.128854167
2017-03-09 NA -9.420208333 78.23104167 47.95833333 5.3959375
2017-03-10 NA -18.33947917 76.09375 92.37989583 1.378958333
2017-03-11 NA -15.9946875 104.13625 93.51791667 1.2165625
2017-03-12 NA -18.096875 103.4821875 96.52291667 1.408645833
2017-03-13 NA -18.90208333 88.99479167 96.88875 1.254895833
2017-03-14 NA -18.98083333 90.3128125 96.65385417 1.1690625
2017-03-15 NA -26.52166667 59.9903125 98.8125 1.547083333
2017-03-16 NA -30.0984375 50.19302083 98.10104167 1.191041667
2017-03-17 NA -32.0534375 55.23052083 94.9646875 1.242708333
2017-03-18 NA -26.25125 79.90104167 91.13270833 0.746041667
2017-03-19 NA -19.888125 72.3734375 77.3609375 3.187604167
2017-03-20 NA -11.10427083 62.77458333 37.02197917 6.1553125
2017-03-21 NA -6.916041667 43.56572917 46.62979167 7.388541667
2017-03-22 NA -15.63979167 41.83364583 87.41208333 1.868854167
2017-03-23 NA -18.86854167 42.82625 90.12104167 2.306145833
2017-03-24 NA -12.61177083 36.154375 95.73385417 1.738020833
2017-03-25 NA -20.880625 35.19 99.98447917 1.08
2017-03-26 NA -18.13208333 42.50635417 99.21614583 1.263854167
2017-03-27 NA -24.38927083 19.99364583 99.79135417 1.47375
2017-03-28 NA -22.5596875 20.85697917 100 0.9996875
2017-03-29 NA -32.1325 13.18479167 97.58104167 1.429583333
2017-03-30 NA -30.96958333 12.96708333 91.61552083 3.678020833
2017-03-31 NA -27.9509375 13.57239583 98.9171875 1.115208333
2017-04-01 NA -32.62666667 11.39947917 96.164375 1.535833333
2017-04-02 NA -38.966875 10.66145833 92.96854167 1.432395833
2017-04-03 NA -28.02166667 18.50833333 57.93770833 8.507708333
2017-04-04 NA -20.315625 16.81520833 40.62458333 16.53947917
2017-04-05 NA -19.80739583 15.37416667 51.18895833 5.813854167
2017-04-06 NA -18.789375 17.811875 47.04833333 5.006979167
2017-04-07 NA -26.19270833 13.80385417 69.83864583 2.469375
2017-04-08 NA -27.92677083 15.40052083 83.4996875 1.299375
2017-04-09 NA -30.55875 16.5471875 91.391875 1.1309375
2017-04-10 NA -30.68635417 12.21208333 91.00260417 0.915104167
2017-04-11 NA -33.93875 10.05416667 91.15447917 1.115
2017-04-12 NA -31.18541667 9.186354167 77.74020833 3.760416667
2017-04-13 NA -14.026875 8.260833333 30.11083333 9.145104167
2017-04-14 NA -28.74645833 7.470833333 76.81083333 1.3596875
2017-04-15 NA -31.83625 7.072395833 87.53385417 1.07375
2017-04-16 NA -35.28322917 5.979375 89.4246875 1.269895833
2017-04-17 NA -38.00197917 5.278125 87.05677083 1.346354167
2017-04-18 NA -39.998125 4.757291667 85.66489583 1.273229167
2017-04-19 NA -35.2553125 4.005 67.68895833 2.919375
2017-04-20 NA -27.23427083 3.4375 63.68833333 3.1578125
2017-04-21 NA -34.91697917 3.10625 89.201875 1.369270833
2017-04-22 NA -38.33333333 2.400416667 88.36416667 1.161145833
2017-04-23 NA -39.17572917 1.9309375 84.991875 1.068333333
2017-04-24 NA -37.52979167 1.3721875 83.74166667 0.735416667
2017-04-25 NA -34.12010417 1.33 87.70270833 1.055416667
2017-04-26 NA -37.97385417 1.084479167 88.01625 1.083854167
2017-04-27 NA -39.03864583 0.830729167 85.10708333 1.054479167
2017-04-28 NA -37.33322917 0.777604167 82.7803125 0.976770833
2017-04-29 NA -28.16375 0.364166667 78.95083333 2.117291667
2017-04-30 NA -31.4175 0.2815625 92.7440625 1.061875
2017-05-01 NA -17.3828125 0.210520833 29.81458333 10.3746875
2017-05-02 NA -20.13114583 0.113229167 31.43020833 7.483333333
2017-05-03 NA -12.24239583 0.121770833 30.50239583 10.3990625
2017-05-04 NA -11.34770833 0.118333333 30.09947917 10.86885417
2017-05-05 NA -11.89260417 0.092291667 29.57875 10.69875
2017-05-06 NA -17.83770833 0 38.6296875 11.46270833
2017-05-07 NA -28.35322917 0 85.78145833 2.197291667
2017-05-08 NA -31.733125 0 92.23885417 1.235416667
2017-05-09 NA -36.86572917 0 91.2678125 1.3328125
2017-05-10 NA -37.94135417 0 87.11489583 1.101770833
2017-05-11 NA -33.45520833 0 85.605625 0.885833333
2017-05-12 NA -35.58833333 0 88.508125 1.099895833
